           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            69.23                           11              ,            14651             ,            23443             ,            19336             ,              0               ,            18758             ,              0               
            69.53                           11              ,            14883             ,            23211             ,            19336             ,              0               ,            18758             ,              0               
            64.07                           10              ,            10722             ,            27372             ,            19336             ,              0               ,            18758             ,              0               
            71.63                           12              ,            16483             ,            21611             ,            19336             ,              0               ,            18758             ,              0               
            63.35                           10              ,            10173             ,            27921             ,            19336             ,              0               ,            18758             ,              0               
            69.10                           11              ,            14553             ,            23541             ,            19336             ,              0               ,            18758             ,              0               
            69.48                           11              ,            14839             ,            23255             ,            19336             ,              0               ,            18758             ,              0               
            71.57                           12              ,            16432             ,            21662             ,            19336             ,              0               ,            18758             ,              0               
            69.38                           11              ,            14765             ,            23329             ,            19336             ,              0               ,            18758             ,              0               
            63.76                           10              ,            10485             ,            27609             ,            19336             ,              0               ,            18758             ,              0               
