           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            73.42                           9               ,            17842             ,            20252             ,            19336             ,              0               ,            18758             ,              0               
            72.90                           9               ,            17448             ,            20646             ,            19336             ,              0               ,            18758             ,              0               
            63.34                           8               ,            10161             ,            27933             ,            19336             ,              0               ,            18758             ,              0               
            72.93                           9               ,            17467             ,            20627             ,            19336             ,              0               ,            18758             ,              0               
            63.18                           8               ,            10040             ,            28054             ,            19336             ,              0               ,            18758             ,              0               
            72.43                           9               ,            17087             ,            21007             ,            19336             ,              0               ,            18758             ,              0               
            72.45                           9               ,            17101             ,            20993             ,            19336             ,              0               ,            18758             ,              0               
            72.86                           9               ,            17416             ,            20678             ,            19336             ,              0               ,            18758             ,              0               
            72.18                           9               ,            16895             ,            21199             ,            19336             ,              0               ,            18758             ,              0               
            63.25                           8               ,            10093             ,            28001             ,            19336             ,              0               ,            18758             ,              0               
