, r-value   Accuracy ,    TP    ,    FP    ,    TN    ,    FN    
    23    ,  73.37   ,   9196   ,   430    ,  18328   ,   9562   
    23    ,  73.36   ,   9249   ,   487    ,  18271   ,   9509   
    22    ,  71.30   ,   9373   ,   1383   ,  17375   ,   9385   
    23    ,  73.63   ,   9238   ,   372    ,  18386   ,   9520   
    23    ,  72.83   ,   9189   ,   625    ,  18133   ,   9569   
    23    ,  72.90   ,   9157   ,   567    ,  18191   ,   9601   
    22    ,  69.92   ,   9373   ,   1898   ,  16860   ,   9385   
