           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            67.83                           11              ,            13586             ,            24508             ,            19336             ,              0               ,            18758             ,              0               
            60.01                           10              ,             7627             ,            30467             ,            19336             ,              0               ,            18758             ,              0               
            67.73                           11              ,            13506             ,            24588             ,            19336             ,              0               ,            18758             ,              0               
            68.22                           11              ,            13884             ,            24210             ,            19336             ,              0               ,            18758             ,              0               
            67.80                           11              ,            13565             ,            24529             ,            19336             ,              0               ,            18758             ,              0               
            65.04                           10              ,            11456             ,            26638             ,            19336             ,              0               ,            18758             ,              0               
            67.83                           11              ,            13581             ,            24513             ,            19336             ,              0               ,            18758             ,              0               
            66.49                           11              ,            12564             ,            25530             ,            19336             ,              0               ,            18758             ,              0               
            67.04                           11              ,            12981             ,            25113             ,            19336             ,              0               ,            18758             ,              0               
            66.74                           11              ,            12754             ,            25340             ,            19336             ,              0               ,            18758             ,              0               
