           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            68.05                           11              ,            13749             ,            24345             ,            19336             ,              0               ,            18758             ,              0               
            59.74                           10              ,             7422             ,            30672             ,            19336             ,              0               ,            18758             ,              0               
            64.46                           10              ,            11016             ,            27078             ,            19336             ,              0               ,            18758             ,              0               
            68.18                           11              ,            13848             ,            24246             ,            19336             ,              0               ,            18758             ,              0               
            67.95                           11              ,            13677             ,            24417             ,            19336             ,              0               ,            18758             ,              0               
            56.33                           9               ,             4820             ,            33274             ,            19336             ,              0               ,            18758             ,              0               
            65.78                           10              ,            12021             ,            26073             ,            19336             ,              0               ,            18758             ,              0               
            67.51                           11              ,            13342             ,            24752             ,            19336             ,              0               ,            18758             ,              0               
            62.85                           10              ,             9791             ,            28303             ,            19336             ,              0               ,            18758             ,              0               
            66.84                           10              ,            12833             ,            25261             ,            19336             ,              0               ,            18758             ,              0               
