           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            75.39                           9               ,            19344             ,            18750             ,            19336             ,              0               ,            18758             ,              0               
            67.23                           8               ,            13130             ,            24964             ,            19336             ,              0               ,            18758             ,              0               
            75.82                           9               ,            19669             ,            18425             ,            19336             ,              0               ,            18758             ,              0               
            75.53                           9               ,            19453             ,            18641             ,            19336             ,              0               ,            18758             ,              0               
            75.31                           9               ,            19282             ,            18812             ,            19336             ,              0               ,            18758             ,              0               
            67.19                           8               ,            13095             ,            24999             ,            19336             ,              0               ,            18758             ,              0               
            66.86                           8               ,            12848             ,            25246             ,            19336             ,              0               ,            18758             ,              0               
            74.94                           9               ,            19004             ,            19090             ,            19336             ,              0               ,            18758             ,              0               
            75.54                           9               ,            19461             ,            18633             ,            19336             ,              0               ,            18758             ,              0               
            74.10                           9               ,            18361             ,            19733             ,            19336             ,              0               ,            18758             ,              0               
