           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            70.74                           11              ,            15802             ,            22292             ,            19336             ,              0               ,            18758             ,              0               
            62.78                           9               ,             9738             ,            28356             ,            19336             ,              0               ,            18758             ,              0               
            71.45                           11              ,            16346             ,            21748             ,            19336             ,              0               ,            18758             ,              0               
            71.08                           11              ,            16058             ,            22036             ,            19336             ,              0               ,            18758             ,              0               
            72.12                           11              ,            16855             ,            21239             ,            19336             ,              0               ,            18758             ,              0               
            68.61                           10              ,            14182             ,            23912             ,            19336             ,              0               ,            18758             ,              0               
            69.16                           10              ,            14599             ,            23495             ,            19336             ,              0               ,            18758             ,              0               
            71.35                           11              ,            16264             ,            21830             ,            19336             ,              0               ,            18758             ,              0               
            69.49                           10              ,            14850             ,            23244             ,            19336             ,              0               ,            18758             ,              0               
            68.10                           10              ,            13792             ,            24302             ,            19336             ,              0               ,            18758             ,              0               
