           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            77.96                           16              ,            30619             ,             7475             ,            19336             ,              0               ,             9442             ,             9316             
            77.94                           16              ,            30562             ,             7532             ,            19336             ,              0               ,             9484             ,             9274             
            77.78                           16              ,            30512             ,             7582             ,            19336             ,              0               ,             9412             ,             9346             
            77.63                           16              ,            30559             ,             7535             ,            19336             ,              0               ,             9252             ,             9506             
            77.76                           16              ,            30611             ,             7483             ,            19336             ,              0               ,             9299             ,             9459             
            78.20                           16              ,            30711             ,             7383             ,            19336             ,              0               ,             9529             ,             9229             
            77.67                           16              ,            30530             ,             7564             ,            19336             ,              0               ,             9308             ,             9450             
            77.76                           16              ,            30578             ,             7516             ,            19336             ,              0               ,             9332             ,             9426             
            77.84                           16              ,            30506             ,             7588             ,            19336             ,              0               ,             9463             ,             9295             
            77.84                           16              ,            30645             ,             7449             ,            19336             ,              0               ,             9324             ,             9434             
