           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            82.67                           16              ,            34204             ,             3890             ,            19336             ,              0               ,             9442             ,             9316             
            82.70                           16              ,            34187             ,             3907             ,            19336             ,              0               ,             9484             ,             9274             
            82.54                           16              ,            34135             ,             3959             ,            19336             ,              0               ,             9412             ,             9346             
            82.37                           16              ,            34169             ,             3925             ,            19336             ,              0               ,             9252             ,             9506             
            82.54                           16              ,            34247             ,             3847             ,            19336             ,              0               ,             9299             ,             9459             
            82.79                           16              ,            34209             ,             3885             ,            19336             ,              0               ,             9529             ,             9229             
            82.49                           16              ,            34204             ,             3890             ,            19336             ,              0               ,             9308             ,             9450             
            82.42                           16              ,            34129             ,             3965             ,            19336             ,              0               ,             9332             ,             9426             
            82.53                           16              ,            34077             ,             4017             ,            19336             ,              0               ,             9463             ,             9295             
            82.58                           16              ,            34256             ,             3838             ,            19336             ,              0               ,             9324             ,             9434             
