           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            83.00                           19              ,            34460             ,             3634             ,            19335             ,              1               ,             9442             ,             9316             
            82.14                           19              ,            33863             ,             4231             ,            19231             ,             105              ,             9484             ,             9274             
            82.50                           19              ,            34110             ,             3984             ,            19336             ,              0               ,             9412             ,             9346             
            81.76                           19              ,            33801             ,             4293             ,            19239             ,              97              ,             9251             ,             9507             
            82.20                           19              ,            34011             ,             4083             ,            19314             ,              22              ,             9299             ,             9459             
            82.19                           19              ,            33758             ,             4336             ,            19334             ,              2               ,             9529             ,             9229             
            81.73                           19              ,            33629             ,             4465             ,            19331             ,              5               ,             9308             ,             9450             
            82.68                           19              ,            34327             ,             3767             ,            19332             ,              4               ,             9332             ,             9426             
            82.60                           19              ,            34145             ,             3949             ,            19327             ,              9               ,             9463             ,             9295             
            81.38                           19              ,            33343             ,             4751             ,            19335             ,              1               ,             9324             ,             9434             
