           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            81.64                           19              ,            33424             ,             4670             ,            19336             ,              0               ,             9442             ,             9316             
            82.04                           19              ,            33687             ,             4407             ,            19336             ,              0               ,             9484             ,             9274             
            81.06                           19              ,            33011             ,             5083             ,            19336             ,              0               ,             9412             ,             9346             
            81.37                           19              ,            33406             ,             4688             ,            19336             ,              0               ,             9252             ,             9506             
            81.41                           19              ,            33386             ,             4708             ,            19336             ,              0               ,             9299             ,             9459             
            82.08                           19              ,            33672             ,             4422             ,            19334             ,              2               ,             9529             ,             9229             
            81.28                           19              ,            33284             ,             4810             ,            19334             ,              2               ,             9308             ,             9450             
            81.48                           19              ,            33407             ,             4687             ,            19336             ,              0               ,             9332             ,             9426             
            81.34                           19              ,            33175             ,             4919             ,            19335             ,              1               ,             9463             ,             9295             
            81.17                           19              ,            33184             ,             4910             ,            19335             ,              1               ,             9324             ,             9434             
