           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            83.12                           16              ,            34546             ,             3548             ,            19336             ,              0               ,             9442             ,             9316             
            82.97                           16              ,            34395             ,             3699             ,            19336             ,              0               ,             9484             ,             9274             
            82.98                           16              ,            34473             ,             3621             ,            19336             ,              0               ,             9412             ,             9346             
            82.90                           16              ,            34571             ,             3523             ,            19336             ,              0               ,             9252             ,             9506             
            82.88                           16              ,            34507             ,             3587             ,            19336             ,              0               ,             9299             ,             9459             
            83.06                           16              ,            34417             ,             3677             ,            19336             ,              0               ,             9529             ,             9229             
            82.96                           16              ,            34560             ,             3534             ,            19336             ,              0               ,             9308             ,             9450             
            82.89                           16              ,            34485             ,             3609             ,            19336             ,              0               ,             9332             ,             9426             
            82.94                           16              ,            34394             ,             3700             ,            19336             ,              0               ,             9463             ,             9295             
            82.87                           16              ,            34476             ,             3618             ,            19336             ,              0               ,             9324             ,             9434             
