           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            81.60                           19              ,            33389             ,             4705             ,            19336             ,              0               ,             9442             ,             9316             
            81.43                           19              ,            33221             ,             4873             ,            19336             ,              0               ,             9484             ,             9274             
            81.36                           19              ,            33240             ,             4854             ,            19336             ,              0               ,             9412             ,             9346             
            81.07                           19              ,            33174             ,             4920             ,            19336             ,              0               ,             9252             ,             9506             
            80.78                           19              ,            32913             ,             5181             ,            19336             ,              0               ,             9299             ,             9459             
            81.24                           19              ,            33033             ,             5061             ,            19334             ,              2               ,             9529             ,             9229             
            81.52                           19              ,            33468             ,             4626             ,            19334             ,              2               ,             9308             ,             9450             
            81.30                           19              ,            33276             ,             4818             ,            19336             ,              0               ,             9332             ,             9426             
            80.93                           19              ,            32861             ,             5233             ,            19335             ,              1               ,             9463             ,             9295             
            81.04                           19              ,            33081             ,             5013             ,            19335             ,              1               ,             9324             ,             9434             
