           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            78.12                           16              ,            30738             ,             7356             ,            19336             ,              0               ,             9442             ,             9316             
            78.10                           16              ,            30681             ,             7413             ,            19336             ,              0               ,             9484             ,             9274             
            77.89                           16              ,            30593             ,             7501             ,            19336             ,              0               ,             9412             ,             9346             
            78.04                           16              ,            30866             ,             7228             ,            19336             ,              0               ,             9252             ,             9506             
            78.14                           16              ,            30898             ,             7196             ,            19336             ,              0               ,             9299             ,             9459             
            78.44                           16              ,            30896             ,             7198             ,            19336             ,              0               ,             9529             ,             9229             
            77.78                           16              ,            30612             ,             7482             ,            19336             ,              0               ,             9308             ,             9450             
            77.98                           16              ,            30740             ,             7354             ,            19336             ,              0               ,             9332             ,             9426             
            78.09                           16              ,            30693             ,             7401             ,            19336             ,              0               ,             9463             ,             9295             
            77.96                           16              ,            30738             ,             7356             ,            19336             ,              0               ,             9324             ,             9434             
