           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,DoS attacks-GoldenEye-correct ,DoS attacks-GoldenEye-not-correct,DoS attacks-Slowloris-correct ,DoS attacks-Slowloris-not-correct,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            50.56                           5               ,             486              ,            42858             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
            50.22                           5               ,             192              ,            43152             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
            50.20                           5               ,             177              ,            43167             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
