           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,DoS attacks-GoldenEye-correct ,DoS attacks-GoldenEye-not-correct,DoS attacks-Slowloris-correct ,DoS attacks-Slowloris-not-correct,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            50.21                           6               ,             185              ,            43159             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
            52.18                           7               ,             1889             ,            41455             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
            50.11                           6               ,              95              ,            43249             ,             4150             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
