, r-value   Accuracy ,    TP    ,    FP    ,    TN    ,    FN    
    2     ,  50.14   ,  15468   ,  15424   ,   769    ,   725    
    2     ,  49.85   ,  15718   ,  15766   ,   427    ,   475    
