           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            51.05                           11              ,            30394             ,             7700             ,             8498             ,            10838             ,              0               ,            18758             
            50.00                           33              ,            38094             ,              0               ,              0               ,            19336             ,              0               ,            18758             
            52.09                           11              ,            30483             ,             7611             ,             9202             ,            10134             ,              0               ,            18758             
            50.77                           11              ,            30312             ,             7782             ,             8370             ,            10966             ,              0               ,            18758             
            50.91                           11              ,            30209             ,             7885             ,             8576             ,            10760             ,              0               ,            18758             
            50.86                           11              ,            30237             ,             7857             ,             8512             ,            10824             ,              0               ,            18758             
            50.83                           11              ,            30282             ,             7812             ,             8448             ,            10888             ,              0               ,            18758             
            51.55                           11              ,            30392             ,             7702             ,             8882             ,            10454             ,              0               ,            18758             
            50.83                           11              ,            30346             ,             7748             ,             8384             ,            10952             ,              0               ,            18758             
            51.49                           11              ,            30218             ,             7876             ,             9010             ,            10326             ,              0               ,            18758             
