           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            50.80                           10              ,            27195             ,            10899             ,            11506             ,             7830             ,              0               ,            18758             
            50.93                           10              ,            27041             ,            11053             ,            11762             ,             7574             ,              0               ,            18758             
            51.34                           10              ,            27163             ,            10931             ,            11954             ,             7382             ,              0               ,            18758             
            51.05                           10              ,            27129             ,            10965             ,            11762             ,             7574             ,              0               ,            18758             
            50.91                           10              ,            27089             ,            11005             ,            11698             ,             7638             ,              0               ,            18758             
            51.02                           10              ,            27042             ,            11052             ,            11826             ,             7510             ,              0               ,            18758             
            50.89                           10              ,            27010             ,            11084             ,            11762             ,             7574             ,              0               ,            18758             
            51.28                           10              ,            27243             ,            10851             ,            11826             ,             7510             ,              0               ,            18758             
            51.07                           10              ,            27080             ,            11014             ,            11826             ,             7510             ,              0               ,            18758             
            50.76                           10              ,            26911             ,            11183             ,            11762             ,             7574             ,              0               ,            18758             
