           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            89.79                           11              ,            35723             ,             2371             ,            17224             ,             2112             ,            15463             ,             3295             
            89.68                           11              ,            35569             ,             2525             ,            17522             ,             1814             ,            15238             ,             3520             
            89.58                           11              ,            35755             ,             2339             ,            17160             ,             2176             ,            15338             ,             3420             
            90.35                           11              ,            35665             ,             2429             ,            17672             ,             1664             ,            15501             ,             3257             
            89.80                           11              ,            35578             ,             2516             ,            17480             ,             1856             ,            15359             ,             3399             
            89.58                           11              ,            35668             ,             2426             ,            17544             ,             1792             ,            15035             ,             3723             
            90.07                           11              ,            35680             ,             2414             ,            17032             ,             2304             ,            15914             ,             2844             
            89.59                           11              ,            35614             ,             2480             ,            17138             ,             2198             ,            15503             ,             3255             
            89.55                           11              ,            35628             ,             2466             ,            17224             ,             2112             ,            15372             ,             3386             
            89.83                           11              ,            35683             ,             2411             ,            17544             ,             1792             ,            15215             ,             3543             
