           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            75.39                           13              ,            38078             ,              16              ,            19336             ,              0               ,              24              ,            18734             
            75.39                           15              ,            38094             ,              0               ,            19336             ,              0               ,              9               ,            18749             
            75.38                           16              ,            38094             ,              0               ,            19336             ,              0               ,              3               ,            18755             
            75.38                           16              ,            38093             ,              1               ,            19336             ,              0               ,              3               ,            18755             
            75.38                           14              ,            38093             ,              1               ,            19336             ,              0               ,              3               ,            18755             
            75.39                           13              ,            38079             ,              15              ,            19336             ,              0               ,              26              ,            18732             
            75.38                           16              ,            38094             ,              0               ,            19336             ,              0               ,              0               ,            18758             
            75.38                           16              ,            38094             ,              0               ,            19336             ,              0               ,              0               ,            18758             
            75.40                           13              ,            38078             ,              16              ,            19336             ,              0               ,              28              ,            18730             
            75.38                           16              ,            38094             ,              0               ,            19336             ,              0               ,              3               ,            18755             
