           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            87.17                           10              ,            28493             ,             9601             ,            19336             ,              0               ,            18583             ,             175              
            86.82                           10              ,            28336             ,             9758             ,            19208             ,             128              ,            18602             ,             156              
            87.09                           10              ,            28562             ,             9532             ,            19272             ,              64              ,            18517             ,             241              
            86.94                           10              ,            28384             ,             9710             ,            19208             ,             128              ,            18647             ,             111              
            87.15                           10              ,            28387             ,             9707             ,            19336             ,              0               ,            18678             ,              80              
            86.68                           10              ,            28384             ,             9710             ,            19208             ,             128              ,            18450             ,             308              
            86.78                           10              ,            28406             ,             9688             ,            19208             ,             128              ,            18499             ,             259              
            86.99                           10              ,            28482             ,             9612             ,            19272             ,              64              ,            18524             ,             234              
            87.10                           10              ,            28373             ,             9721             ,            19336             ,              0               ,            18653             ,             105              
            86.88                           10              ,            28329             ,             9765             ,            19208             ,             128              ,            18654             ,             104              
