           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,   DDOS attack-HOIC-correct   , DDOS attack-HOIC-not-correct , DDOS attack-LOIC-UDP-correct ,DDOS attack-LOIC-UDP-not-correct,DoS attacks-GoldenEye-correct ,DoS attacks-GoldenEye-not-correct,   DoS attacks-Hulk-correct   , DoS attacks-Hulk-not-correct ,DoS attacks-SlowHTTPTest-correct,DoS attacks-SlowHTTPTest-not-correct,DoS attacks-Slowloris-correct ,DoS attacks-Slowloris-not-correct,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            51.41                           7               ,             4850             ,            167449            ,            68601             ,              0               ,             173              ,              0               ,             4150             ,              0               ,            46191             ,              0               ,            13989             ,              0               ,             1099             ,              0               ,            19336             ,              0               ,            18758             ,              0               
