           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            63.49                           12              ,            10280             ,            27814             ,            19336             ,              0               ,            18758             ,              0               
            67.30                           12              ,            13180             ,            24914             ,            19336             ,              0               ,            18758             ,              0               
            67.02                           12              ,            12966             ,            25128             ,            19336             ,              0               ,            18758             ,              0               
            63.32                           11              ,            10146             ,            27948             ,            19336             ,              0               ,            18758             ,              0               
            67.41                           12              ,            13264             ,            24830             ,            19336             ,              0               ,            18758             ,              0               
            63.35                           12              ,            10172             ,            27922             ,            19336             ,              0               ,            18758             ,              0               
            62.63                           11              ,             9622             ,            28472             ,            19336             ,              0               ,            18758             ,              0               
            62.67                           12              ,             9656             ,            28438             ,            19336             ,              0               ,            18758             ,              0               
            65.75                           12              ,            12000             ,            26094             ,            19336             ,              0               ,            18758             ,              0               
            63.71                           12              ,            10445             ,            27649             ,            19336             ,              0               ,            18758             ,              0               
