           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            67.36                           12              ,            13229             ,            24865             ,            19336             ,              0               ,            18758             ,              0               
            64.44                           12              ,            10999             ,            27095             ,            19336             ,              0               ,            18758             ,              0               
            67.10                           12              ,            13031             ,            25063             ,            19336             ,              0               ,            18758             ,              0               
            66.90                           12              ,            12874             ,            25220             ,            19336             ,              0               ,            18758             ,              0               
            67.17                           12              ,            13078             ,            25016             ,            19336             ,              0               ,            18758             ,              0               
            67.38                           12              ,            13240             ,            24854             ,            19336             ,              0               ,            18758             ,              0               
            61.53                           11              ,             8782             ,            29312             ,            19336             ,              0               ,            18758             ,              0               
            66.44                           12              ,            12525             ,            25569             ,            19336             ,              0               ,            18758             ,              0               
            67.02                           12              ,            12969             ,            25125             ,            19336             ,              0               ,            18758             ,              0               
            66.72                           12              ,            12736             ,            25358             ,            19336             ,              0               ,            18758             ,              0               
