           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            72.22                           9               ,            16932             ,            21162             ,            19336             ,              0               ,            18758             ,              0               
            71.72                           9               ,            16546             ,            21548             ,            19336             ,              0               ,            18758             ,              0               
            71.81                           9               ,            16614             ,            21480             ,            19336             ,              0               ,            18758             ,              0               
            62.68                           8               ,             9663             ,            28431             ,            19336             ,              0               ,            18758             ,              0               
            72.18                           9               ,            16900             ,            21194             ,            19336             ,              0               ,            18758             ,              0               
            61.81                           8               ,             9001             ,            29093             ,            19336             ,              0               ,            18758             ,              0               
            62.63                           8               ,             9619             ,            28475             ,            19336             ,              0               ,            18758             ,              0               
            72.04                           9               ,            16789             ,            21305             ,            19336             ,              0               ,            18758             ,              0               
            71.26                           9               ,            16197             ,            21897             ,            19336             ,              0               ,            18758             ,              0               
            70.72                           9               ,            15787             ,            22307             ,            19336             ,              0               ,            18758             ,              0               
