           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            70.00                           12              ,            15241             ,            22853             ,            19336             ,              0               ,            18758             ,              0               
            70.01                           12              ,            15249             ,            22845             ,            19336             ,              0               ,            18758             ,              0               
            69.73                           12              ,            15030             ,            23064             ,            19336             ,              0               ,            18758             ,              0               
            68.25                           11              ,            13904             ,            24190             ,            19336             ,              0               ,            18758             ,              0               
            70.32                           12              ,            15482             ,            22612             ,            19336             ,              0               ,            18758             ,              0               
            67.82                           11              ,            13575             ,            24519             ,            19336             ,              0               ,            18758             ,              0               
            68.16                           11              ,            13835             ,            24259             ,            19336             ,              0               ,            18758             ,              0               
            67.77                           11              ,            13538             ,            24556             ,            19336             ,              0               ,            18758             ,              0               
            69.64                           12              ,            14963             ,            23131             ,            19336             ,              0               ,            18758             ,              0               
            69.98                           12              ,            15224             ,            22870             ,            19336             ,              0               ,            18758             ,              0               
