           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            70.53                           12              ,            15641             ,            22453             ,            19336             ,              0               ,            18758             ,              0               
            70.54                           12              ,            15652             ,            22442             ,            19336             ,              0               ,            18758             ,              0               
            69.83                           12              ,            15109             ,            22985             ,            19336             ,              0               ,            18758             ,              0               
            68.09                           11              ,            13785             ,            24309             ,            19336             ,              0               ,            18758             ,              0               
            70.12                           12              ,            15326             ,            22768             ,            19336             ,              0               ,            18758             ,              0               
            68.58                           11              ,            14155             ,            23939             ,            19336             ,              0               ,            18758             ,              0               
            68.56                           11              ,            14138             ,            23956             ,            19336             ,              0               ,            18758             ,              0               
            68.33                           11              ,            13964             ,            24130             ,            19336             ,              0               ,            18758             ,              0               
            70.45                           12              ,            15581             ,            22513             ,            19336             ,              0               ,            18758             ,              0               
            70.45                           12              ,            15578             ,            22516             ,            19336             ,              0               ,            18758             ,              0               
