           Accuracy           ,           r-value            ,        Benign-correct        ,      Benign-not-correct      ,    FTP-BruteForce-correct    ,  FTP-BruteForce-not-correct  ,    SSH-Bruteforce-correct    ,  SSH-Bruteforce-not-correct  
            70.88                           12              ,            15905             ,            22189             ,            19336             ,              0               ,            18758             ,              0               
            71.00                           12              ,            15996             ,            22098             ,            19336             ,              0               ,            18758             ,              0               
            70.11                           12              ,            15321             ,            22773             ,            19336             ,              0               ,            18758             ,              0               
            68.87                           11              ,            14380             ,            23714             ,            19336             ,              0               ,            18758             ,              0               
            70.30                           12              ,            15467             ,            22627             ,            19336             ,              0               ,            18758             ,              0               
            68.97                           11              ,            14455             ,            23639             ,            19336             ,              0               ,            18758             ,              0               
            68.75                           11              ,            14289             ,            23805             ,            19336             ,              0               ,            18758             ,              0               
            68.90                           11              ,            14396             ,            23698             ,            19336             ,              0               ,            18758             ,              0               
            69.37                           12              ,            14754             ,            23340             ,            19336             ,              0               ,            18758             ,              0               
            68.84                           11              ,            14356             ,            23738             ,            19336             ,              0               ,            18758             ,              0               
